time;cc;earfcn;pci;rsrp;pl;cfo;pci_neigh;rsrp_neigh;cfo_neigh;dl_mcs;dl_snr;dl_turbo;dl_brate;dl_bler;ul_ta;distance_km;speed_kmph;ul_mcs;ul_buff;ul_brate;ul_bler;rf_o;rf_u;rf_l;is_attached;proc_rmem;proc_rmem_kB;proc_vmem_kB;sys_mem;sys_load;thread_count;cpu_0;cpu_1;cpu_2;cpu_3;cpu_4;cpu_5;cpu_6;cpu_7;cpu_8;cpu_9;cpu_10;cpu_11;cpu_12;cpu_13;cpu_14;cpu_15;cpu_16;cpu_17;cpu_18;cpu_19;cpu_20;cpu_21;cpu_22;cpu_23;cpu_24;cpu_25;cpu_26;cpu_27;cpu_28;cpu_29;cpu_30;cpu_31
1055470;0;368640;1;-5.3;0.0;-5.2;n/a;n/a;n/a;25;18;4.6;2293.623291;0;0.0;0.0;0.0;28;0.0;17210.083984;0;0.0;0.0;0.0;0.0;1.4;905328;1837540;16;0.94;19;0.50;7.0;12;0.0;0.0;0.0;0.0;0.0;0.50;0.50;2.0;0.0;3.5;0.0;0.50;0.50;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.50;0.50;13;1.5;0.50;1.00;1.00;0.50
1057469;0;368640;1;-5.4;0.0;-4.3;n/a;n/a;n/a;25;18;3.2;2291.357910;0;0.0;0.0;0.0;28;0.0;17193.085938;0;0.0;0.0;0.0;0.0;1.4;905328;1837540;16;0.95;19;0.95;2.0;11;0.0;0.45;0.0;0.45;0.0;0.45;0.45;0.95;0.45;3.5;0.45;0.45;0.0;0.0;5.5;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;15;1.5;0.45;0.95;1.5;0.0
1059468;0;368640;1;-5.4;0.0;11;n/a;n/a;n/a;25;18;4.2;2284.588867;0;0.0;0.0;0.0;28;0.0;19285.082031;0;0.0;0.0;0.0;0.0;1.4;905328;1837540;16;0.97;19;0.50;3.0;10;0.0;0.0;0.0;0.0;0.0;1.00;2.0;0.50;1.00;4.0;0.50;1.5;0.50;0.0;0.0;7.0;2.0;0.0;0.0;0.0;0.0;0.50;1.00;15;2.0;0.0;2.0;1.00;0.50
1061467;0;368640;1;-5.3;0.0;-2.6;n/a;n/a;n/a;25;18;4.0;2295.893066;0;0.0;0.0;0.0;28;0.0;17227.115234;0;0.0;0.0;0.0;0.0;1.4;905328;1837540;16;0.95;19;0.95;0.0;7.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.45;0.0;0.0;0.0;12;2.0;0.0;0.0;0.0;0.0;0.95;0.45;15;0.95;0.0;0.95;1.5;0.0
1063466;0;368640;1;-5.3;0.0;-5.0;n/a;n/a;n/a;25;18;4.2;2292.490234;0;0.0;0.0;0.0;28;0.0;17201.580078;0;0.0;0.0;0.0;0.0;1.4;905328;1837540;16;0.97;19;0.45;0.0;8.0;0.0;0.0;0.45;0.0;0.0;0.95;1.5;0.45;0.45;3.5;0.45;0.45;0.0;0.0;0.0;11;2.0;0.0;0.45;0.0;0.0;0.95;1.5;15;1.5;0.95;0.95;0.95;0.45
1065465;0;368640;1;-5.6;0.0;2.2;n/a;n/a;n/a;25;18;4.4;2284.588867;0;0.0;0.0;0.0;28;0.0;17142.294922;0;0.0;0.0;0.0;0.0;1.4;905328;1837540;16;0.97;19;1.00;0.0;12;0.0;0.0;0.0;0.0;0.0;0.50;0.0;5.5;0.0;3.5;0.0;0.50;0.50;0.0;0.0;7.5;2.0;0.0;0.0;0.0;0.0;0.0;0.0;11;0.50;1.00;1.00;1.00;0.0
1067464;0;368640;1;-5.6;0.0;-9.3;n/a;n/a;n/a;25;18;3.8;2280.098389;0;0.0;0.0;0.0;28;0.0;17108.599609;0;0.0;0.0;0.0;0.0;1.4;905328;1837540;16;0.94;19;0.45;0.0;12;0.0;0.0;0.0;0.0;0.0;0.45;0.45;15;0.45;4.0;0.45;0.45;0.45;0.0;0.0;7.5;2.0;0.45;0.0;0.0;0.0;0.45;0.95;0.45;0.45;2.5;1.5;0.95;0.0
1069463;0;368640;1;-5.6;0.0;2.7;n/a;n/a;n/a;25;18;3.8;2290.227051;0;0.0;0.0;0.0;28;0.0;17184.599609;0;0.0;0.0;0.0;0.0;1.4;905328;1837540;16;0.97;19;1.00;0.0;6.0;2.5;0.0;0.0;0.0;0.0;1.00;2.5;7.5;1.00;4.0;0.0;0.50;0.0;0.0;0.0;10;3.5;0.0;0.0;0.0;0.0;0.50;0.50;8.0;1.00;1.5;1.5;1.5;0.50
1071462;0;368640;1;-5.5;0.0;11;n/a;n/a;n/a;25;18;3.0;2285.714355;0;0.0;0.0;0.0;28;0.0;19294.582031;0;0.0;0.0;0.0;0.0;1.4;905328;1837540;16;0.97;19;0.50;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.50;4.0;0.50;0.0;0.50;0.0;0.0;12;7.0;0.0;0.0;0.0;0.0;0.50;0.50;15;0.0;0.50;1.00;1.00;0.0
1073461;0;368640;1;-5.4;0.0;3.9;n/a;n/a;n/a;25;18;3.4;2293.623291;0;0.0;0.0;0.0;28;0.0;17210.083984;0;0.0;0.0;0.0;0.0;1.4;905328;1837540;16;0.97;19;0.95;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.45;0.45;0.0;0.45;4.5;0.0;0.45;0.0;0.0;0.0;12;7.0;0.0;0.0;0.45;0.0;0.45;0.0;15;0.0;0.95;0.95;1.5;0.45
1075460;0;368640;1;-5.6;0.0;-3.8;n/a;n/a;n/a;25;18;4.2;2290.227051;20;0.0;0.0;0.0;28;0.0;17184.599609;0;0.0;0.0;0.0;0.0;1.4;905328;1837540;16;0.92;19;0.50;0.50;0.0;7.0;0.0;0.0;0.0;0.0;1.00;0.50;6.5;0.50;3.5;0.50;1.00;0.50;0.0;0.0;12;2.0;0.50;0.0;0.0;0.0;0.50;1.00;8.5;1.00;0.50;1.00;1.00;0.0
1077459;0;368640;1;-5.4;0.0;7.0;n/a;n/a;n/a;25;18;3.8;2289.097168;0;0.0;0.0;0.0;28;0.0;17176.123047;0;0.0;0.0;0.0;0.0;1.4;905328;1837540;16;0.97;19;1.00;0.0;0.0;7.0;0.50;0.0;0.0;0.0;1.5;0.50;15;0.0;3.5;0.50;1.00;0.0;0.0;0.0;12;2.0;0.0;0.0;0.0;0.0;1.00;0.50;0.0;0.0;0.50;1.5;1.00;0.0
1079458;0;368640;1;-5.3;0.0;9.3;n/a;n/a;n/a;25;18;2.6;2298.167480;0;0.0;0.0;0.0;28;0.0;19399.703125;0;0.0;0.0;0.0;0.0;1.4;905328;1837540;16;0.95;19;0.45;0.0;0.45;7.5;0.0;0.0;0.0;0.0;1.5;0.95;15;0.45;3.5;0.45;0.95;0.0;0.0;0.0;12;2.5;0.0;0.0;0.0;0.0;1.5;2.5;0.45;0.45;0.45;0.95;1.5;0.45
1081457;0;368640;1;-5.3;0.0;11;n/a;n/a;n/a;25;18;3.8;2298.167480;0;0.0;0.0;0.0;28;0.0;17244.179688;0;0.0;0.0;0.0;0.0;1.4;905328;1837540;16;0.97;19;0.95;0.0;0.0;7.0;0.0;0.0;0.0;0.0;0.95;0.45;15;0.0;3.0;0.0;1.5;0.45;0.0;0.0;12;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.45;0.0;1.5;0.95;0.0
1083456;0;368640;1;-5.4;0.0;8.0;n/a;n/a;n/a;25;18;3.4;2292.490234;0;0.0;0.0;0.0;28;0.0;17201.580078;0;0.0;0.0;0.0;0.0;1.4;905328;1837540;16;0.95;19;0.45;0.45;0.0;7.0;0.0;0.0;0.0;0.0;1.5;0.45;14;0.0;3.5;0.0;1.5;0.0;0.0;0.0;12;2.0;0.0;0.0;0.0;0.0;0.0;0.45;0.45;0.45;0.45;0.95;1.5;0.0
1085455;0;368640;1;-5.5;0.0;1.1;n/a;n/a;n/a;25;18;3.8;2291.357910;0;0.0;0.0;0.0;28;0.0;17193.085938;0;0.0;0.0;0.0;0.0;1.4;905328;1837540;16;0.97;19;0.95;0.0;0.0;7.0;0.0;0.0;0.0;0.0;0.45;0.45;0.45;0.45;4.0;0.45;1.5;0.0;0.0;0.0;12;2.0;0.0;0.45;0.0;0.45;2.5;0.45;15;0.0;0.0;0.95;0.95;0.0
1087454;0;368640;1;-5.5;0.0;4.8;n/a;n/a;n/a;25;18;3.8;2300.446289;0;0.0;0.0;0.0;28;0.0;21576.599609;0;0.0;0.0;0.0;0.0;1.4;905328;1837540;16;0.94;19;0.50;0.0;0.0;7.0;0.0;0.0;0.50;0.50;0.0;1.00;8.0;0.50;3.0;0.50;0.0;0.50;0.0;0.50;12;2.5;0.0;0.0;0.0;0.0;1.5;1.00;7.5;2.0;0.50;1.00;1.5;0.0
1089453;0;368640;1;-5.6;0.0;0.55;n/a;n/a;n/a;25;18;4.4;2284.588867;0;0.0;0.0;0.0;28;0.0;19285.082031;0;0.0;0.0;0.0;0.0;1.4;905328;1837540;16;0.97;19;0.95;0.0;0.0;5.5;0.0;0.0;0.0;0.0;2.5;0.95;10.0;0.45;4.0;0.45;0.45;0.0;0.0;0.0;12;0.95;3.0;0.0;0.0;0.0;0.45;0.95;5.0;0.95;0.45;1.5;1.5;0.45
1091452;0;368640;1;-5.5;0.0;3.2;n/a;n/a;n/a;25;18;5.4;2292.490234;0;0.0;0.0;0.0;28;0.0;21501.976562;0;0.0;0.0;0.0;0.0;1.4;905328;1837540;16;0.95;19;0.45;0.0;1.5;2.0;0.0;0.0;0.0;0.0;0.0;0.45;0.0;0.0;3.5;0.0;0.45;0.0;0.0;0.0;10;0.0;7.0;0.0;0.0;0.0;0.0;0.0;15;0.45;0.0;0.95;0.95;1.5
1093451;0;368640;1;-5.6;0.0;7.5;n/a;n/a;n/a;25;18;5.0;2293.623291;0;0.0;0.0;0.0;28;0.0;19361.343750;0;0.0;0.0;0.0;0.0;1.4;905328;1837540;16;0.95;19;0.50;0.0;6.0;2.0;0.0;0.0;0.0;0.0;0.50;0.0;1.00;0.50;3.0;0.50;1.00;0.50;0.0;0.0;6.0;0.0;7.0;0.0;0.0;0.0;0.50;1.00;15;1.00;0.50;1.5;1.00;0.0
1095450;0;368640;1;-5.5;0.0;2.9;n/a;n/a;n/a;25;18;4.4;2291.357910;0;0.0;0.0;0.0;28;0.0;19342.222656;0;0.0;0.0;0.0;0.0;1.4;905328;1837540;16;0.95;19;0.95;0.0;6.0;2.0;7.5;0.45;0.0;0.0;0.95;0.95;2.0;0.95;4.5;0.45;0.0;0.0;0.45;0.0;6.5;0.0;0.0;0.0;0.0;0.0;0.45;0.45;13;0.95;0.0;1.5;1.5;0.45
1097449;0;368640;1;-5.5;0.0;8.9;n/a;n/a;n/a;25;18;4.0;2287.968506;0;0.0;0.0;0.0;28;0.0;17167.652344;0;0.0;0.0;0.0;0.0;1.4;905328;1837540;16;0.97;19;0.50;0.0;11;2.0;7.0;0.0;0.0;0.0;0.50;0.50;5.5;0.50;4.0;0.0;1.00;0.0;0.0;0.0;1.00;0.50;0.0;0.0;0.0;0.0;1.5;0.50;10;1.00;0.50;1.00;1.00;0.0
1099448;0;368640;1;-5.5;0.0;-2.6;n/a;n/a;n/a;25;18;4.6;2299.306152;0;0.0;0.0;0.0;28;0.0;17252.724609;0;0.0;0.0;0.0;0.0;1.4;905328;1837540;16;0.94;19;0.95;0.0;12;2.0;5.0;0.0;0.0;0.0;0.45;2.0;4.5;0.95;4.0;0.45;2.0;0.45;0.0;0.0;0.0;0.0;2.0;0.0;0.45;0.0;2.0;0.45;11;0.0;0.45;1.5;1.5;0.45
1101447;0;368640;1;-5.6;0.0;7.6;n/a;n/a;n/a;25;18;5.6;2289.097168;0;0.0;0.0;0.0;28;0.0;17176.123047;0;0.0;0.0;0.0;0.0;1.4;905328;1837540;16;0.97;19;1.00;0.0;12;2.0;7.0;0.0;0.0;0.0;0.50;0.0;15;0.0;3.0;0.0;1.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.50;0.50;0.0;0.50;0.0;1.00;1.00;0.0
1103446;0;368640;1;-5.5;0.0;2.5;n/a;n/a;n/a;25;18;4.8;2285.714355;0;0.0;0.0;0.0;28;0.0;17150.738281;0;0.0;0.0;0.0;0.0;1.4;905328;1837540;16;0.94;19;0.45;0.45;11;2.0;7.0;0.0;0.0;0.0;0.45;0.0;14;0.0;4.0;0.45;1.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.95;0.45;0.45;0.45;0.45;1.5;1.5;0.0
1105445;0;368640;1;-5.6;0.0;-0.34;n/a;n/a;n/a;25;18;4.0;2284.588867;0;0.0;0.0;0.0;28;0.0;17142.294922;0;0.0;0.0;0.0;0.0;1.4;905328;1837540;16;0.97;19;0.45;0.0;12;2.0;7.0;0.0;0.0;0.0;0.95;2.0;11;0.45;3.5;0.0;1.5;0.0;0.0;0.0;0.0;0.0;0.45;0.45;0.0;0.0;0.45;0.95;4.0;0.0;0.45;0.95;0.95;0.0
1107444;0;368640;1;-5.6;0.0;2.1;n/a;n/a;n/a;25;18;4.0;2289.097168;0;0.0;0.0;0.0;28;0.0;19323.136719;0;0.0;0.0;0.0;0.0;1.4;905328;1837540;16;0.95;19;1.00;0.0;12;2.0;7.0;0.0;0.0;0.0;0.0;0.50;15;0.50;3.5;0.50;0.50;0.50;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.5;1.00;1.5;0.50;0.50;1.00;1.5;0.50
1109443;0;368640;1;-5.5;0.0;7.1;n/a;n/a;n/a;25;18;4.2;2289.097168;0;0.0;0.0;0.0;28;0.0;17176.123047;0;0.0;0.0;0.0;0.0;1.4;905328;1837540;16;0.94;19;0.95;0.0;12;2.0;7.5;0.0;0.0;0.0;1.5;1.5;10.0;0.45;4.0;0.0;0.45;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.95;0.95;5.5;1.5;0.45;2.0;0.95;0.0
1111442;0;368640;1;-5.4;0.0;5.3;n/a;n/a;n/a;25;18;3.6;2287.968506;0;0.0;0.0;0.0;28;0.0;17167.652344;0;0.0;0.0;0.0;0.0;1.4;905328;1837540;16;0.95;19;0.50;0.0;12;1.5;7.0;0.0;0.0;0.0;0.50;0.0;0.0;0.50;3.5;0.0;0.50;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.50;0.50;15;1.00;1.00;1.00;1.00;0.0
1113441;0;368640;1;-5.5;0.0;4.6;n/a;n/a;n/a;25;18;3.4;2292.490234;0;0.0;0.0;0.0;28;0.0;17201.580078;0;0.0;0.0;0.0;0.0;1.4;905328;1837540;16;0.97;19;0.50;0.0;12;2.0;7.0;0.0;0.0;0.0;0.0;0.50;14;0.50;3.5;0.50;0.50;0.50;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.50;0.50;0.50;1.00;0.50;1.5;1.5;1.00
1115440;0;368640;1;-5.5;0.0;4.5;n/a;n/a;n/a;25;18;4.4;2286.840820;0;0.0;0.0;0.0;28;0.0;19304.089844;0;0.0;0.0;0.0;0.0;1.4;905328;1837540;16;0.94;19;0.95;0.0;12;2.0;7.0;0.0;0.0;0.0;2.0;0.45;0.45;0.45;3.5;0.0;0.45;0.0;0.0;0.0;0.45;0.0;0.45;0.0;0.0;0.0;0.45;0.45;15;0.95;0.45;0.95;0.95;0.95
1117439;0;368640;1;-5.5;0.0;11;n/a;n/a;n/a;25;18;3.2;2289.097168;0;0.0;0.0;0.0;28;0.0;17176.123047;0;0.0;0.0;0.0;0.0;1.4;905328;1837540;16;0.97;19;1.00;0.0;10;2.0;3.5;0.50;0.0;0.0;0.50;0.0;7.5;0.0;3.5;0.50;0.50;0.50;0.0;0.0;2.0;0.50;3.5;0.0;0.0;0.0;1.00;1.00;8.0;1.5;0.50;1.5;1.5;0.50
1119438;0;368640;1;-5.5;0.0;6.3;n/a;n/a;n/a;25;18;4.4;2283.464600;0;0.0;0.0;0.0;28;0.0;21417.322266;0;0.0;0.0;0.0;0.0;1.4;905328;1837540;16;0.95;19;0.45;0.0;6.0;0.0;6.5;0.0;0.0;0.0;0.95;2.0;8.0;0.95;4.0;0.45;0.95;0.45;0.0;0.0;6.0;1.5;0.95;0.0;0.0;0.0;0.45;0.45;7.0;2.5;0.45;0.95;0.95;0.45
1121437;0;368640;1;-5.6;0.0;0.35;n/a;n/a;n/a;25;18;5.2;2286.840820;0;0.0;0.0;0.0;28;0.0;17159.191406;0;0.0;0.0;0.0;0.0;1.4;905328;1837540;16;0.95;19;1.00;0.0;5.5;2.0;0.0;0.0;0.0;0.0;0.50;0.50;15;0.50;3.5;0.0;1.00;0.0;0.0;0.0;6.5;0.0;7.0;0.0;0.0;0.0;0.50;0.50;0.0;1.00;0.0;1.00;1.5;0.0
1123436;0;368640;1;-5.6;0.0;7.8;n/a;n/a;n/a;25;18;3.8;2297.029785;0;0.0;0.0;0.0;28;0.0;19390.099609;0;0.0;0.0;0.0;0.0;1.4;905328;1837540;16;0.95;19;0.95;0.0;6.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;15;0.45;3.5;0.95;0.95;0.45;0.0;0.0;6.0;0.0;7.0;0.0;0.45;0.0;0.0;0.95;0.0;0.45;0.45;0.95;0.95;0.0
1125435;0;368640;1;-5.5;0.0;-1.5;n/a;n/a;n/a;25;18;4.4;2291.357910;0;0.0;0.0;0.0;28;0.0;17193.085938;0;0.0;0.0;0.0;0.0;1.4;905328;1837540;16;0.95;19;0.50;0.50;6.0;0.50;0.0;0.0;0.0;0.0;2.0;0.50;0.50;0.50;3.5;0.50;0.50;0.50;0.0;0.0;6.5;1.5;7.0;0.0;0.0;0.0;1.00;0.50;15;0.50;0.0;1.00;1.5;0.50
1127434;0;368640;1;-5.5;0.0;13;n/a;n/a;n/a;25;18;5.2;2294.757568;0;0.0;0.0;0.0;28;0.0;17218.595703;0;0.0;0.0;0.0;0.0;1.4;905328;1837540;16;0.97;19;1.00;0.0;6.0;0.0;0.50;0.0;0.50;0.0;1.5;1.00;7.0;1.00;4.0;0.50;1.00;0.50;0.0;0.0;6.5;2.0;7.0;0.0;0.0;0.0;2.0;0.50;9.0;0.50;0.50;1.5;1.5;0.50
1129433;0;368640;1;-5.5;0.0;4.3;n/a;n/a;n/a;25;18;4.4;2291.357910;0;0.0;0.0;0.0;28;0.0;17193.085938;0;0.0;0.0;0.0;0.0;1.4;905328;1837540;16;0.95;19;1.00;0.0;5.5;1.00;0.0;0.0;4.0;0.50;1.5;1.00;0.50;1.00;3.5;0.0;0.50;0.50;0.0;0.0;6.0;1.00;3.5;0.0;0.0;0.0;1.5;1.00;14;0.50;0.50;1.5;2.0;1.00
1131432;0;368640;1;-5.5;0.0;2.7;n/a;n/a;n/a;25;18;4.6;2295.893066;0;0.0;0.0;0.0;28;0.0;17227.115234;0;0.0;0.0;0.0;0.0;1.4;905328;1837540;16;0.95;19;0.45;0.0;6.0;2.0;0.0;0.0;6.5;0.0;0.45;0.95;15;0.45;3.5;0.0;0.45;0.0;0.0;0.0;6.5;0.0;0.0;0.0;0.0;0.0;0.45;0.45;0.0;0.45;0.0;0.95;0.95;0.45
1133431;0;368640;1;-5.5;0.0;4.3;n/a;n/a;n/a;25;18;5.2;2290.227051;0;0.0;0.0;0.0;28;0.0;17184.599609;0;0.0;0.0;0.0;0.0;1.4;905328;1837540;16;0.95;19;1.00;0.50;6.0;2.0;0.0;0.0;7.5;0.0;0.50;0.0;15;0.50;4.0;0.50;0.0;0.0;0.0;0.0;6.0;0.0;0.0;0.50;0.0;0.50;1.00;1.00;0.50;0.0;0.50;1.00;1.00;0.50
1135430;0;368640;1;-5.5;0.0;5.0;n/a;n/a;n/a;25;18;4.0;2293.623291;0;0.0;0.0;0.0;28;0.0;21512.605469;0;0.0;0.0;0.0;0.0;1.4;905328;1837540;16;0.95;19;0.95;0.0;9.5;0.0;0.0;0.0;3.5;0.0;0.95;0.95;9.5;0.45;4.0;0.0;0.95;0.0;0.0;0.45;2.5;2.0;0.0;0.0;3.5;0.0;0.45;1.5;6.5;0.95;0.45;0.95;1.5;0.0
1137429;0;368640;1;-5.5;0.0;-0.73;n/a;n/a;n/a;25;18;4.4;2286.840820;0;0.0;0.0;0.0;28;0.0;21448.990234;0;0.0;0.0;0.0;0.0;1.4;905328;1837540;16;0.97;19;0.95;0.0;12;0.0;0.0;0.0;5.5;0.0;0.45;0.45;14;0.45;3.5;0.0;0.0;0.0;0.45;0.0;0.45;1.5;0.0;0.0;2.0;0.0;0.0;0.45;1.5;2.0;0.95;1.5;0.95;0.45
1139428;0;368640;1;-5.5;0.0;6.5;n/a;n/a;n/a;25;18;4.4;2292.490234;0;0.0;0.0;0.0;28;0.0;17201.580078;0;0.0;0.0;0.0;0.0;1.4;905328;1837540;16;0.95;19;1.00;0.0;12;0.0;0.0;0.0;0.0;0.0;0.50;0.50;0.0;0.50;4.0;0.0;0.50;0.0;0.0;0.0;0.0;2.0;0.0;0.0;7.0;0.0;0.0;1.00;15;1.5;0.0;2.0;1.00;0.50
1141427;0;368640;1;-5.6;0.0;-8.9;n/a;n/a;n/a;25;18;3.4;2291.357910;0;0.0;0.0;0.0;28;0.0;17193.085938;0;0.0;0.0;0.0;0.0;1.4;905328;1837540;16;0.95;19;7.0;0.45;10.0;0.0;0.0;0.0;0.0;0.0;0.95;1.5;14;0.45;3.5;0.45;0.45;0.0;0.0;0.0;1.5;2.0;0.0;0.0;0.45;0.0;0.45;0.0;0.95;2.5;0.45;0.95;1.5;0.0
1143426;0;368640;1;-5.5;0.0;6.4;n/a;n/a;n/a;25;18;4.0;2291.357910;0;0.0;0.0;0.0;28;0.0;21491.357422;0;0.0;0.0;0.0;0.0;1.4;905328;1837540;16;0.95;19;7.0;0.45;6.0;0.0;0.0;0.0;0.0;0.0;0.45;0.95;14;0.45;4.0;0.0;0.45;0.45;0.0;0.0;6.5;2.0;0.0;0.0;0.0;0.0;0.0;0.45;0.0;0.95;0.0;0.95;0.95;0.45
1145425;0;368640;1;-5.5;0.0;9.5;n/a;n/a;n/a;25;18;5.8;2291.357910;0;0.0;0.0;0.0;28;0.0;19342.222656;0;0.0;0.0;0.0;0.0;1.4;905328;1837540;16;0.95;19;4.5;0.0;3.5;1.00;0.0;0.0;0.0;0.0;1.00;1.00;7.5;1.00;3.5;1.5;0.50;0.0;3.0;0.0;8.5;1.5;0.0;0.0;0.0;0.0;0.50;1.00;8.0;1.5;0.50;1.00;1.5;0.0
1147424;0;368640;1;-5.5;0.0;1.2;n/a;n/a;n/a;25;18;3.8;2291.357910;0;0.0;0.0;0.0;28;0.0;19342.222656;0;0.0;0.0;0.0;0.0;1.4;905328;1837540;16;0.95;19;6.0;0.50;0.0;2.0;0.0;0.0;0.0;0.0;0.50;0.50;2.0;0.50;4.0;0.50;0.50;1.00;1.00;0.0;12;0.0;0.50;0.0;0.0;0.0;0.50;0.50;14;1.5;0.0;1.00;1.00;0.0
1149423;0;368640;1;-5.4;0.0;-4.3;n/a;n/a;n/a;25;18;4.0;2291.357910;0;0.0;0.0;0.0;28;0.0;21491.357422;0;0.0;0.0;0.0;0.0;1.4;905328;1837540;16;0.95;19;7.0;0.45;0.0;2.0;0.0;0.0;0.0;0.0;0.45;0.45;14;0.45;3.5;0.0;0.45;0.95;0.0;0.0;12;0.0;0.0;0.0;0.0;0.0;0.45;0.45;0.45;0.95;0.0;0.95;1.5;0.45
1151422;0;368640;1;-5.7;0.0;2.5;n/a;n/a;n/a;25;18;4.6;2290.227051;0;0.0;0.0;0.0;28;0.0;17184.599609;0;0.0;0.0;0.0;0.0;1.4;905328;1837540;16;0.95;19;7.5;0.50;0.50;0.0;0.50;0.0;0.0;0.0;0.50;1.00;2.0;0.0;3.5;0.50;1.00;1.00;0.0;0.0;12;0.0;1.5;0.0;0.0;0.0;1.00;1.00;13;2.0;0.50;1.5;1.00;0.0
1153421;0;368640;1;-5.7;0.0;5.3;n/a;n/a;n/a;25;18;4.4;2295.893066;0;0.0;0.0;0.0;28;0.0;23687.283203;0;0.0;0.0;0.0;0.0;1.4;905328;1837540;16;0.97;19;7.0;0.95;0.0;0.0;0.0;0.0;0.0;0.0;0.45;0.0;3.5;0.0;4.0;0.0;0.45;0.0;0.0;0.0;12;0.0;2.0;0.0;0.45;0.0;0.45;0.95;12;0.95;0.45;0.95;0.95;0.0
1155420;0;368640;1;-5.7;0.0;3.5;n/a;n/a;n/a;25;18;4.8;2286.840820;0;0.0;0.0;0.0;28;0.0;17159.191406;0;0.0;0.0;0.0;0.0;1.4;905328;1837540;16;0.95;19;7.5;0.50;0.0;0.0;0.50;0.0;0.0;0.0;1.00;2.0;10;0.50;3.5;0.0;0.50;0.0;0.50;0.0;12;0.0;1.5;0.0;0.0;0.0;0.50;0.50;5.5;1.00;1.00;1.00;1.5;0.50
1157419;0;368640;1;-5.6;0.0;8.9;n/a;n/a;n/a;25;18;4.0;2290.227051;0;0.0;0.0;0.0;28;0.0;19332.675781;0;0.0;0.0;0.0;0.0;1.4;905328;1837540;16;0.95;19;5.0;0.0;4.0;0.0;2.0;0.45;0.0;0.0;0.95;0.45;13;0.45;4.0;0.45;0.45;0.45;0.0;0.0;10;0.0;0.0;0.0;0.0;0.0;0.45;0.45;2.5;1.5;0.45;0.95;0.95;0.45
1159418;0;368640;1;-5.7;0.0;-1.5;n/a;n/a;n/a;25;18;5.0;2289.097168;0;0.0;0.0;0.0;28;0.0;17176.123047;0;0.0;0.0;0.0;0.0;1.4;905328;1837540;16;0.95;19;0.45;0.0;12;0.0;2.0;0.0;0.0;0.0;0.45;0.45;9.5;0.45;4.0;0.45;0.0;0.45;0.0;0.0;7.5;0.0;0.0;0.0;0.0;0.0;0.45;0.45;5.5;1.5;0.45;1.5;0.95;0.45
1161417;0;368640;1;-5.4;0.0;6.4;n/a;n/a;n/a;25;18;4.6;2285.714355;0;0.0;0.0;0.0;28;0.0;21438.423828;0;0.0;0.0;0.0;0.0;1.4;905328;1837540;16;0.97;19;0.95;0.45;8.5;0.45;2.0;0.0;0.0;0.0;0.45;2.0;13;0.45;4.0;0.0;0.45;0.45;0.0;0.0;11;0.0;0.0;0.0;0.0;0.0;0.95;0.45;1.5;0.95;1.5;0.95;1.5;0.0
1163416;0;368640;1;-5.3;0.0;6.0;n/a;n/a;n/a;25;18;3.2;2286.840820;0;0.0;0.0;0.0;28;0.0;17159.191406;0;0.0;0.0;0.0;0.0;1.4;905328;1837540;16;0.95;19;0.50;0.0;7.5;0.0;2.0;0.0;0.0;0.0;0.0;0.50;15;0.0;3.5;0.0;0.50;0.0;0.0;0.0;12;0.0;0.0;0.0;0.0;0.0;0.50;1.00;0.50;1.5;0.50;1.5;1.00;0.0
1165415;0;368640;1;-5.3;0.0;3.3;n/a;n/a;n/a;25;18;4.2;2292.490234;0;0.0;0.0;0.0;28;0.0;17201.580078;0;0.0;0.0;0.0;0.0;1.4;905328;1837540;16;0.97;19;0.50;0.0;7.5;0.0;2.0;0.0;0.0;0.0;2.0;0.50;10;0.0;3.5;0.0;0.50;0.0;0.0;0.0;12;0.0;0.0;0.0;0.0;0.0;0.50;1.5;5.0;0.50;0.50;2.0;1.00;0.0
1167414;0;368640;1;-5.3;0.0;3.3;n/a;n/a;n/a;25;18;3.8;2286.840820;0;0.0;0.0;0.0;28;0.0;19304.089844;0;0.0;0.0;0.0;0.0;1.4;905328;1837540;16;0.95;19;1.00;0.50;12;0.0;1.5;0.0;0.0;0.0;0.50;0.50;2.5;0.50;4.0;0.50;0.50;0.50;0.0;0.0;8.5;0.0;0.0;0.0;0.0;0.0;0.50;1.00;12;0.50;0.50;1.5;1.5;0.50
